ImageNumber,Obj_0_X1,Obj_0_X2,Obj_0_Y1,Obj_0_Y2,Obj_1_X1,Obj_1_X2,Obj_1_Y1,Obj_1_Y2,Obj_2_X1,Obj_2_X2,Obj_2_Y1,Obj_2_Y2,Obj_3_X1,Obj_3_X2,Obj_3_Y1,Obj_3_Y2,Obj_4_X1,Obj_4_X2,Obj_4_Y1,Obj_4_Y2,Obj_5_X1,Obj_5_X2,Obj_5_Y1,Obj_5_Y2,Obj_6_X1,Obj_6_X2,Obj_6_Y1,Obj_6_Y2
46219,,,,,,,,,,,,,,,,,,,,,559.127014,627.755676,490.756897,547.947449,,,,
46220,,,,,,,,,,,,,,,,,,,,,560.468994,629.2880555,490.9414825,548.29068,,,,
46221,,,,,,,,,,,,,,,,,,,,,561.810974,630.820435,491.126068,548.633911,,,,
46222,,,,,,,,,,,,,,,,,,,,,562.905487,632.9102175,491.563034,549.3169555,,,,
46223,,,,,,,,,,,,,,,,,,,,,564,635,492,550,,,,
46224,,,,,,,,,,,,,,,,,,,,,565.5,636.6666667,492,550.3333333,,,,
46225,,,,,,,,,,,,,,,,,,,,,567,638.3333333,492,550.6666667,,,,
46226,,,,,,,,,,,,,,,,,,,,,568.5,640,492,551,,,,
46227,,,,,,,,,,,,,,,,,,,,,570,641.6666667,492,551.3333333,,,,
46228,,,,,,,,,,,,,,,,,,,,,571.5,643.3333333,492,551.6666667,,,,
46229,,,,,,,,,,,,,,,,,,,,,573,645,492,552,,,,
46230,,,,,,,,,,,,,,,,,,,,,574.5,646.5,492,552,,,,
46231,,,,,,,,,,,,,,,,,,,,,576,648,492,552,,,,
46232,,,,,,,,,,,,,,,,,,,,,577.5,649.5,492,552,,,,
46233,,,,,,,,,,,,,,,,,,,,,579,651,492,552,,,,
46234,,,,,,,,,,,,,,,,,,,,,580.5,653,492,552,,,,
46235,,,,,,,,,,,,,,,,,,,,,582,655,492,552,,,,
46236,,,,,,,,,,,,,,,,,,,,,584,657,492,552.5,,,,
46237,,,,,,,,,,,,,,,,,,,,,586,659,492,553,,,,
46238,,,,,,,,,,,,,,,,,,,,,588,661,492,553,,,,
46239,,,,,,,,,,,,,,,,,,,,,590,663,492,553,,,,
46240,,,,,,,,,,,,,,,,,,,,,592,664.5,492,552.5,,,,
46241,,,,,,,,,,,,,,,,,,,,,594,666,492,552,,,,
46242,,,,,,,,,,,,,,,,,,,,,595.5,667,492,551.5,,,,
46243,,,,,,,,,,,,,,,,,,,,,597,668,492,551,,,,
46244,,,,,,,,,,,,,,,,,,,,,599,670,491.5,551,,,,
46245,,,,,,,,,,,,,,,,,,,,,601,672,491,551,,,,
46246,,,,,,,,,,,,,,,,,,,,,602,674,491,551,,,,
46247,,,,,,,,,,,,,,,,,,,,,603,676,491,551,,,,
46248,,,,,,,,,,,,,,,,,,,,,604.5,677.5,491,551,,,,
46249,,,,,,,,,,,,,,,,,,,,,606,679,491,551,,,,
46250,,,,,,,,,,,,,,,,,,,,,608,681,491.5,551.5,,,,
46251,,,,,,,,,,,,,,,,,,,,,610,683,492,552,,,,
46252,,,,,,,,,,,,,,,,,,,,,612,684.5,492.5,552.5,,,,
46253,,,,,,,,,,,,,,,,,,,,,614,686,493,553,,,,
46254,,,,,,,,,,,,,,,,,,,,,615.5,688,493.5,553.5,,,,
46255,,,,,,,,,,,,,,,,,,,,,617,690,494,554,,,,
46256,,,,,,,,,,,,,,,,,,,,,618.5,691.75,493.5833333,553.5833333,,,,
46257,,,,,,,,,,,,,,,,,,,,,620,693.5,493.1666667,553.1666667,,,,
46258,,,,,,,,,,,,,,,,,,,,,621.5,695.25,492.75,552.75,,,,
46259,,,,,,,,,,,,,,,,,,,,,623,697,492.3333333,552.3333333,,,,
46260,,,,,,,,,,,,,,,,,,,,,624.5,698.75,491.9166667,551.9166667,,,,
46261,,,,,,,,,,,,,,,,,,,,,626,700.5,491.5,551.5,,,,
46262,,,,,,,,,,,,,,,,,,,,,627.5,702.25,491.0833333,551.0833333,,,,
46263,,,,,,,,,,,,,,,,,,,,,629,704,490.6666667,550.6666667,,,,
46264,,,,,,,,,,,,,,,,,,,,,630.5,705.75,490.25,550.25,,,,
46265,,,,,,,,,,,,,,,,,,,,,632,707.5,489.8333333,549.8333333,,,,
46266,,,,,,,,,,,,,,,,,,,,,633.5,709.25,489.4166667,549.4166667,,,,
46267,,,,,,,,,,,,,,,,,,,,,635,711,489,549,,,,
46268,,,,,,,,,,,,,,,,,,,,,636.5,713,489,548.5,,,,
46269,,,,,,,,,,,,,,,,,,,,,638,715,489,548,,,,
46270,,,,,,,,,,,,,,,,,,,,,640,717,489.5,549,,,,
46271,,,,,,,,,,,,,,,,,,,,,642,719,490,550,,,,
46272,,,,,,,,,,,,,,,,,,,,,643.5,720.5,490.5,551,,,,
46273,,,,,,,,,,,,,,,,,,,,,645,722,491,552,,,,
46274,,,,,,,,,,,,,,,,,,,,,646.375,723.25,491.125,552.375,,,,
46275,,,,,,,,,,,,,,,,,,,,,647.75,724.5,491.25,552.75,,,,
46276,,,,,,,,,,,,,,,,,,,,,649.125,725.75,491.375,553.125,,,,
46277,,,,,,,,,,,,,,,,,,,,,650.5,727,491.5,553.5,,,,
46278,,,,,,,,,,,,,,,,,,,,,651.875,728.25,491.625,553.875,,,,
46279,,,,,,,,,,,,,,,,,,,,,653.25,729.5,491.75,554.25,,,,
46280,,,,,,,,,,,,,,,,,,,,,654.625,730.75,491.875,554.625,,,,
46281,,,,,,,,,,,,,,,,,,,,,656,732,492,555,,,,
46282,,,,,,,,,,,,,,,,,,,,,657,733,491,554,,,,
46283,,,,,,,,,,,,,,,,,,,,,658,734,490,553,,,,
46284,,,,,,,,,,,,,,,,,,,,,659,735.25,489.25,552,,,,
46285,,,,,,,,,,,,,,,,,,,,,660,736.5,488.5,551,,,,
46286,,,,,,,,,,,,,,,,,,,,,661,737.75,487.75,550,,,,
46287,,,,,,,,,,,,,,,,,,,,,662,739,487,549,,,,
46288,,,,,,,,,,,,,,,,,,,,,663.1666667,740.3333333,486.6666667,548.5,,,,
46289,,,,,,,,,,,,,,,,,,,,,664.3333333,741.6666667,486.3333333,548,,,,
46290,,,,,,,,,,,,,,,,,,,,,665.5,743,486,547.5,,,,
46291,,,,,,,,,,,,,,,,,,,,,666.6666667,744.3333333,485.6666667,547,,,,
46292,,,,,,,,,,,,,,,,,,,,,667.8333333,745.6666667,485.3333333,546.5,,,,
46293,,,,,,,,,,,,,,,,,,,,,669,747,485,546,,,,
46294,,,,,,,,,,,,,,,,,,,,,669.75,747.75,485.25,546,,,,
46295,,,,,,,,,,,,,,,,,,,,,670.5,748.5,485.5,546,,,,
46296,,,,,,,,,,,,,,,,,,,,,671.25,749.25,485.75,546,,,,
46297,,,,,,,,,,,,,,,,,,,,,672,750,486,546,,,,
46298,,,,,,,,,,,,,,,,,,,,,672.8333333,751,486,545.8333333,,,,
46299,,,,,,,,,,,,,,,,,,,,,673.6666667,752,486,545.6666667,,,,
46300,,,,,,,,,,,,,,,,,,,,,674.5,753,486,545.5,,,,
46301,,,,,,,,,,,,,,,,,,,,,675.3333333,754,486,545.3333333,,,,
46302,,,,,,,,,,,,,,,,,,,,,676.1666667,755,486,545.1666667,,,,
46303,,,,,,,,,,,,,,,,,,,,,677,756,486,545,,,,
46304,,,,,,,,,,,,,,,,,,,,,678,757,485,544.5,,,,
46305,,,,,,,,,646,688,470,517,,,,,,,,,679,758,484,544,,,,
46306,,,,,,,,,645.737427,687.7536315,469.9898985,517.0080565,,,,,,,,,679.84433,758.945526,483.9208375,543.9976805,,,,
46307,,,,,,,,,645.474854,687.507263,469.979797,517.016113,,,,,,,,,680.68866,759.891052,483.841675,543.995361,,,,
46308,,,,,,,,,645.237427,687.2536315,470.9898985,518.0080565,,,,,,,,,681.3670655,760.68573,484.406708,544.6486815,,,,
46309,,,,,,,,,645,687,472,519,,,,,,,,,682.045471,761.480408,484.971741,545.302002,,,,
46310,,,,,,,,,644.731476,686.5924685,473.107498,519.9519655,,,,,,,,,682.7459715,762.3803405,486.0707095,546.552429,,,,
46311,,,,,,,,,644.462952,686.184937,474.214996,520.903931,,,,,,,,,683.446472,763.280273,487.169678,547.802856,,,,
46312,,,,,,,,,644.231476,686.0924685,475.607498,522.4519655,,,,,,,,,684.223236,764.1401365,488.584839,549.401428,,,,
46313,,,,,,,,,644,686,477,524,,,,,,,,,685,765,490,551,,,,
46314,,,,,,,,,644,686,478.5,525.5,,,,,,,,,686,765.5,491,552,,,,
46315,,,,,,,,,644,686,480,527,,,,,,,,,687,766,492,553,,,,
46316,,,,,,,,,644,686,480.5,527.5,,,,,,,,,688.5,767.25,493,553.75,,,,
46317,,,,,,,,,644,686,481,528,,,,,,,,,690,768.5,494,554.5,,,,
46318,,,,,,,,,644.201599,686.017395,481.6697695,528.463623,,,,,,,,,691.5,769.75,495,555.25,,,,
46319,,,,,,,,,644.403198,686.03479,482.339539,528.927246,,,,,,,,,693,771,496,556,,,,
46320,,,,,,,,,644.623108,686.286072,482.291962,528.914795,,,,,,,,,694.25,772.25,496,556,,,,
46321,,,,,,,,,644.843018,686.537354,482.244385,528.902344,,,,,,,,,695.5,773.5,496,556,,,,
46322,,,,,,,,,645.038483,686.7874455,482.0432435,528.762329,,,,,,,,,696.75,774.75,496,556,,,,
46323,,,,,,,,,645.233948,687.037537,481.842102,528.622314,,,,,,,,,698,776,496,556,,,,
46324,,,,,,,,,645.616974,687.5187685,481.421051,528.811157,,,,,,,,,699.301758,777.061859,495.979294,555.7947695,,,,
46325,,,,,,,,,646,688,481,529,,,,,,,,,700.603516,778.123718,495.958588,555.589539,,,,
46326,,,,,,,,,646.3,688.3,480.6,528.6,,,,,,,,,701.801758,779.061859,495.479294,554.7947695,,,,
46327,,,,,,,,,646.6,688.6,480.2,528.2,,,,,,,,,703,780,495,554,,,,
46328,,,,,,,,,646.9,688.9,479.8,527.8,,,,,,,,,704.331024,781.1012575,494.5503845,553.489044,,,,
46329,,,,,,,,,647.2,689.2,479.4,527.4,,,,,,,,,705.662048,782.202515,494.100769,552.978088,,,,
46330,,,,,,,,,647.5,689.5,479,527,,,,,,,,,706.8307495,783.2661135,493.754135,552.5506285,,,,
46331,,,,,,,,,647.8,689.8,478.6,526.6,,,,,,,,,707.999451,784.329712,493.407501,552.123169,,,,
46332,,,,,,,,,648.1,690.1,478.2,526.2,,,,,,,,,708.4997255,785.164856,492.7037505,552.5615845,,,,
46333,,,,,,,,,648.4,690.4,477.8,525.8,,,,,,,,,709,786,492,553,,,,
46334,,,,,,,,,648.7,690.7,477.4,525.4,,,,,,,,,710.248352,786.9112855,491.670929,552.4039,,,,
46335,,,,,,,,,649,691,477,525,,,,,,,,,711.496704,787.822571,491.341858,551.8078,,,,
46336,,,,,,,,,648.5,690.5,477,525,,,,,,,,,712.748352,788.9112855,491.670929,551.9039,,,,
46337,,,,,,,,,648,690,477,525,,,,,,,,,714,790,492,552,,,,
46338,,,,,,,,,648.219574,690.1708985,477.3945465,525.3388975,,,,,,,,,715.5,791.5,492,552,,,,
46339,,,,,,,,,648.439148,690.341797,477.789093,525.677795,,,,,,,,,717,793,492,552,,,,
46340,,,,,,,,,648.604431,690.5343935,478.549881,526.4697875,,,,,,,,,717.5,794,492.5,553,,,,
46341,,,,,,,,,648.769714,690.72699,479.310669,527.26178,,,,,,,,,718,795,493,554,,,,
46342,,,,,,,,,648.950836,691.015503,480.2980345,528.3718875,,,,,,,,,719.028961,795.6131895,494.1942595,554.864868,,,,
46343,,,,,,,,,649.131958,691.304016,481.2854,529.481995,,,,,,,,,720.057922,796.226379,495.388519,555.729736,,,,
46344,,,,,,,,,649.565979,691.652008,481.6427,529.7409975,,,,,,,,,721.028961,797.1131895,496.1942595,556.364868,,,,
46345,,,,,,,,,650,692,482,530,,,,,,,,,722,798,497,557,,,,
46346,,,,,,,,,650.305298,692.2435305,481.7687685,529.698181,,,,,,,,,723.0607605,798.934021,496.6437225,556.5436705,,,,
46347,,,,,,,,,650.610596,692.487061,481.537537,529.396362,,,,,,,,,724.121521,799.868042,496.287445,556.087341,,,,
46348,,,,,,,,,650.835602,693.011536,480.451523,528.6526185,,,,,,,,,725.0607605,800.434021,495.1437225,555.0436705,,,,
46349,,,,,,,,,651.060608,693.536011,479.365509,527.908875,,,,,,,,,726,801,494,554,,,,
46350,,,,,,,,,651.030304,693.2680055,478.1827545,526.9544375,,,,,,,,,727,802.5,492.5,553,,,,
46351,,,,,,,,,651,693,477,526,,,,,,,,,728,804,491,552,,,,
46352,,,,,,,,,651.163574,693.2266845,476.216522,525.290161,,,,,,,,,728.9817505,804.7786865,490.158188,550.9952085,,,,
46353,,,,,,,,,651.327148,693.453369,475.433044,524.580322,,,,,,,,,729.963501,805.557373,489.316376,549.990417,,,,
46354,,,,,,,,,651.554565,693.697998,475.0139005,524.1812745,,,,,,,,,730.9845885,806.3403625,488.910416,549.3933715,,,,
46355,,,,,,,,,651.781982,693.942627,474.594757,523.782227,,,,,,,,,732.005676,807.123352,488.504456,548.796326,,,,
46356,,,,,,,,,652.029541,694.23114,474.651169,523.886414,,,,,,,,,733.002838,808.561676,488.252228,548.398163,,,,
46357,,,,,,,,,652.2771,694.519653,474.707581,523.990601,,,,,,,,,734,810,488,548,,,,
46358,,,,,,,,,652.63855,695.2598265,474.8537905,524.4953005,,,,,,,,,735,811,488.5,549,,,,
46359,,,,,,,,,653,696,475,525,,,,,,,,,736,812,489,550,,,,
46360,,,,,,,,,653.0720215,696.212219,475.611725,525.77475,,,,,,,,,736.799591,812.550598,488.8250885,549.625244,,,,
46361,,,,,,,,,653.144043,696.424438,476.22345,526.5495,,,,,,,,,737.599182,813.101196,488.650177,549.250488,,,,
46362,,,,,,,,,653.317627,696.4969785,477.0057985,527.2143555,,,,,,,,,738.299591,814.050598,489.8250885,549.625244,,,,
46363,,,,,,,,,653.491211,696.569519,477.788147,527.879211,,,,,,,,,739,815,491,550,,,,
46364,,,,,,,,,653.664612,696.767975,478.002365,528.1225585,,,,,,,,,739.884125,815.65744,491.26828,550.0923155,,,,
46365,,,,,,,,,653.838013,696.966431,478.216583,528.365906,,,,,,,,,740.76825,816.31488,491.53656,550.184631,,,,
46366,,,,,,,,,654.029358,697.1168825,478.186966,528.288727,,,,,,,,,741.5230715,816.9162595,491.543823,550.0727535,,,,
46367,,,,,,,,,654.220703,697.267334,478.157349,528.211548,,,,,,,,,742.277893,817.517639,491.551086,549.960876,,,,
46368,,,,,,,,,654.3361815,697.556061,477.844788,528.1004335,,,,,,,,,743.1389465,818.2588195,491.275543,549.980438,,,,
46369,,,,,,,,,654.45166,697.844788,477.532227,527.989319,,,,,,,,,744,819,491,550,,,,
46370,,,,,,,,,654.566467,697.76178,477.501389,527.728485,,,,,,,,,744.971039,819.6601565,491.0526735,549.8081055,,,,
46371,,,,,,,,,654.681274,697.678772,477.470551,527.467651,,,,,,,,,745.942078,820.320313,491.105347,549.616211,,,,
46372,,,,,,,,,654.829315,697.7088015,477.630692,527.49057,,,,,,,,,746.623627,820.936554,491.2085115,549.6679995,,,,
46373,,,,,,,,,654.977356,697.738831,477.790833,527.513489,,,,,,,,,747.305176,821.552795,491.311676,549.719788,,,,
46374,,,,,,,,,654.9742125,697.7859805,477.974518,527.755646,,,,,,,,,747.6842345,821.946014,491.5233305,549.9425965,,,,
46375,,,,,,,,,654.971069,697.83313,478.158203,527.997803,,,,,,,,,748.063293,822.339233,491.734985,550.165405,,,,
46376,,,,,,,,,654.9165955,697.701935,478.5576325,528.308014,,,,,,,,,748.899536,822.609375,492.125671,550.1107785,,,,
46377,,,,,,,,,654.862122,697.57074,478.957062,528.618225,,,,,,,,,749.735779,822.879517,492.516357,550.056152,,,,
46378,,,,,,,,,654.7687075,697.5967715,478.9705505,528.77063,,,,,,,,,750.39975,823.3528445,492.6686095,550.058441,,,,
46379,,,,,,,,,654.675293,697.622803,478.984039,528.923035,,,,,,,,,751.063721,823.826172,492.820862,550.06073,,,,
46380,,,,,,,,,654.646698,697.6401675,478.8543395,528.8467715,,,,,,,,,751.9131165,823.7376405,493.0986785,549.600708,,,,
46381,,,,,,,,,654.618103,697.657532,478.72464,528.770508,,,,,,,,,752.762512,823.649109,493.376495,549.140686,,,,
46382,,,,,,,,,654.574768,697.628754,478.6476595,528.7104495,,,,,,,,,753.56604,823.5952455,493.631622,548.721344,,,,
46383,,,,,,,,,654.531433,697.599976,478.570679,528.650391,,,,,,,,,754.369568,823.541382,493.886749,548.302002,,,,
46384,,,,,,,,,654.601959,697.518372,478.7905275,528.6933595,,,,,,,,,754.184784,825.270691,493.4433745,549.151001,,,,
46385,,,,,,,,,654.672485,697.436768,479.010376,528.736328,,,,,,,,,754,827,493,550,,,,
46386,,,,,,,,,654.591217,697.3134465,479.7198485,529.396881,,,,,,,,,754,827.5,493.5,550.5,,,,
46387,,,,,,,,,654.509949,697.190125,480.429321,530.057434,,,,,,,,,754,828,494,551,,,,
46388,,,,,,,,,654.193451,697.050568,481.1187745,530.9526365,,,,,,,,,754.154175,828.2921145,494.763397,551.8696595,,,,
46389,,,,,,,,,653.876953,696.911011,481.808228,531.847839,,,,,,,,,754.30835,828.584229,495.526794,552.739319,,,,
46390,,,,,,,,,653.5443725,696.728821,482.2819825,532.4964905,,,,,,,,,754.399567,828.618958,496.0949095,553.2639465,,,,
46391,,,,,,,,,653.211792,696.546631,482.755737,533.145142,,,,,,,,,754.490784,828.653687,496.663025,553.788574,,,,
46392,,,,,,,,,653.0004275,696.2526245,482.8676145,533.1609195,,,,,,,,,754.772095,828.6630555,496.870102,553.7861935,,,,
46393,,,,,,,,,652.789063,695.958618,482.979492,533.176697,,,,,,,,,755.053406,828.672424,497.077179,553.783813,,,,
46394,,,,,,,,,652.438416,695.6715695,482.488266,532.7593995,,,,,,,,,755.318512,828.6045225,496.690552,553.140686,,,,
46395,,,,,,,,,652.087769,695.384521,481.99704,532.342102,,,,,,,,,755.583618,828.536621,496.303925,552.497559,,,,
46396,,,,,,,,,651.76651,695.0487365,481.2902835,531.618469,,,,,,,,,755.770477,828.184204,495.610779,551.3890385,,,,
46397,,,,,,,,,651.445251,694.712952,480.583527,530.894836,,,,,,,,,755.957336,827.831787,494.917633,550.280518,,,,
46398,,,,,,,,,650.9703365,694.344269,480.0086825,530.443512,,,,,,,,,756.978668,829.9158935,494.4588165,550.140259,,,,
46399,,,,,,,,,650.495422,693.975586,479.433838,529.992188,,,,,,,,,758,832,494,550,,,,
46400,,,,,,,,,650.2729795,693.63147,479.367737,529.784607,,,,,,,,,758,832,493.5,549.5,,,,
46401,,,,,,,,,650.050537,693.287354,479.301636,529.577026,,,,,,,,,758,832,493,549,,,,
46402,,,,,,,,,649.5725095,692.8504335,479.3784335,529.7016295,,,,,,,,,758,832,493,549,,,,
46403,,,,,,,,,649.094482,692.413513,479.455231,529.826233,,,,,,,,,758,832,493,549,,,,
46404,,,,,,,,,648.547241,691.7067565,479.7276155,530.4131165,,,,,,,,,758,831.5,493.5,549,,,,
46405,,,,,,,,,648,691,480,531,,,,,,,,,758,831,494,549,,,,
46406,,,,,,,,,647.5,690.5,480.5,531.5,,,,,,,,,757.5,830.5,494.5,549.5,,,,
46407,,,,,,,,,647,690,481,532,,,,,,,,,757,830,495,550,,,,
46408,,,,,,,,,646.5,689.5,481,532,,,,,,,,,756.5,829.5,495,550,,,,
46409,,,,,,,,,646,689,481,532,,,,,,,,,756,829,495,550,,,,
46410,,,,,,,,,645.5,688.5,481.5,532.5,,,,,,,,,755.5,828,495,550,,,,
46411,,,,,,,,,645,688,482,533,,,,,,,,,755,827,495,550,,,,
46412,,,,,,,,,644.5,687.5,482,533,,,,,,,,,754.5,826.5,495,550,,,,
46413,,,,,,,,,644,687,482,533,,,,,,,,,754,826,495,550,,,,
46414,,,,,,,,,643,686,482,533,,,,,,,,,753.5,825,495,549.5,,,,
46415,,,,,,,,,642,685,482,533,,,,,,,,,753,824,495,549,,,,
46416,,,,,,,,,641.5,684.5,482.5,533.5,,,,,,,,,752.5,823.5,495,549.5,,,,
46417,,,,,,,,,641,684,483,534,,,,,,,,,752,823,495,550,,,,
46418,,,,,,,,,640.5,683.5,482.5,534,,,,,,,,,751.5,822.5,495,549.5,,,,
46419,,,,,,,,,640,683,482,534,,,,,,,,,751,822,495,549,,,,
46420,,,,,,,,,639,682,482,534,,,,,,,,,750,820.5,494.5,548.5,,,,
46421,,,,,,,,,638,681,482,534,,,,,,,,,749,819,494,548,,,,
46422,,,,,,,,,637.5,680,482,533.5,,,,,,,,,748.5,818.5,494,548,,,,
46423,,,,,,,,,637,679,482,533,,,,,,,,,748,818,494,548,,,,
46424,,,,,,,,,635.5,678,481.5,533.5,,,,,,,,,747.5,817,494,548,,,,
46425,,,,,,,,,634,677,481,534,,,,,,,,,747,816,494,548,,,,
46426,,,,,,,,,633.316925,676.495697,480.770828,533.9911805,,,,,,,,,746.254242,815.149231,494.04982,547.967621,,,,
46427,,,,,,,,,632.63385,675.991394,480.541656,533.982361,,,,,,,,,745.508484,814.298462,494.09964,547.935242,,,,
46428,,,,,,,,,631.816925,674.995697,480.770828,533.9911805,,,,,,,,,744.488159,813.3724365,494.20018,548.109589,,,,
46429,,,,,,,,,631,674,481,534,,,,,,,,,743.467834,812.446411,494.30072,548.283936,,,,
46430,,,,,,,,,629.990021,672.9353335,481.818634,534.751251,,,,,,,,,742.5637815,811.408722,494.718811,548.597443,,,,
46431,,,,,,,,,628.980042,671.870667,482.637268,535.502502,,,,,,,,,741.659729,810.371033,495.136902,548.91095,,,,
46432,,,,,,,,,628.0378725,670.8547365,483.29335,536.0676575,,,,,,,,,740.8283995,809.1936645,495.722168,549.225403,,,,
46433,,,,,,,,,627.095703,669.838806,483.949432,536.632813,,,,,,,,,739.99707,808.016296,496.307434,549.539856,,,,
46434,,,,,,,,,626.1273195,668.9051515,484.3455655,537.071747,,,,,,,,,738.498535,806.508148,496.653717,549.769928,,,,
46435,,,,,,,,,625.158936,667.971497,484.741699,537.510681,,,,,,,,,737,805,497,550,,,,
46436,,,,,,,,,624.079468,666.9857485,484.8708495,537.7553405,,,,,,,,,736.296753,803.699188,497.5088805,550.0431215,,,,
46437,,,,,,,,,623,666,485,538,,,,,,,,,735.593506,802.398376,498.017761,550.086243,,,,
46438,,,,,,,,,622,665,485,538,,,,,,,,,734.9664305,801.1561885,498.162323,549.7513735,,,,
46439,,,,,,,,,621,664,485,538,,,,,,,,,734.339355,799.914001,498.306885,549.416504,,,,
46440,,,,,,,,,620.1275025,663.1108705,484.835449,537.8149415,,,,,,,,,733.5170285,798.9343565,497.978058,548.9650575,,,,
46441,,,,,,,,,619.255005,662.221741,484.670898,537.629883,,,,,,,,,732.694702,797.954712,497.649231,548.513611,,,,
46442,,,,,,,,,618.370209,661.3659365,484.3089445,537.3036805,,,,,,,,,731.6818845,796.921387,497.079254,547.927643,,,,
46443,,,,,,,,,617.485413,660.510132,483.946991,536.977478,,,,,,,,,730.669067,795.888062,496.509277,547.341675,,,,
46444,,,,,,,,,616.4631045,659.7351075,483.319931,536.655243,,,,,,,,,729.714325,794.743195,495.954086,546.638306,,,,
46445,,,,,,,,,615.440796,658.960083,482.692871,536.333008,,,,,,,,,728.759583,793.598328,495.398895,545.934937,,,,
46446,,,,,,,,,614.720398,657.9800415,482.3464355,536.166504,,,,,,,,,727.8009645,792.5047915,495.052063,545.4829715,,,,
46447,,,,,,,,,614,657,482,536,,,,,,,,,726.842346,791.411255,494.705231,545.031006,,,,
46448,,,,,,,,,614,656.5,482.5,536,,,,,,,,,726.0756225,790.5023195,494.713257,544.928192,,,,
46449,,,,,,,,,614,656,483,536,,,,,,,,,725.308899,789.593384,494.721283,544.825378,,,,
46450,,,,,,,,,613.5,655.5,483.5,536.5,,,,,,,,,724.696991,788.895386,494.9750975,545.012085,,,,
46451,,,,,,,,,613,655,484,537,,,,,,,,,724.085083,788.197388,495.228912,545.198792,,,,
46452,,,,,,,,,612.5,655.5,484,537,,,,,,,,,723.5489805,787.7967835,495.6644285,545.7399295,,,,
46453,,,,,,,,,612,656,484,537,,,,,,,,,723.012878,787.396179,496.099945,546.281067,,,,
46454,,,,,,,,,611.9565735,656.014679,484.6281435,537.6981505,,,,,,,,,722.8410335,787.1625975,496.6772615,546.8102725,,,,
46455,,,,,,,,,611.913147,656.029358,485.256287,538.396301,,,,,,,,,722.669189,786.929016,497.254578,547.339478,,,,
46456,,,,,,,,,612.1741945,656.231201,485.787125,538.8558045,,,,,,,,,722.629486,786.957794,497.6424255,547.780701,,,,
46457,,,,,,,,,612.435242,656.433044,486.317963,539.315308,,,,,,,,,722.589783,786.986572,498.030273,548.221924,,,,
46458,,,,,,,,,612.839142,656.850769,486.8404695,539.854462,,,,,,,,,722.615906,787.225769,498.527679,548.8854065,,,,
46459,,,,,,,,,613.243042,657.268494,487.362976,540.393616,,,,,,,,,722.642029,787.464966,499.025085,549.548889,,,,
46460,,,,,,,,,613.7056275,657.773163,487.80986,540.891205,,,,,,,,,723.109009,787.70755,499.555191,549.9041135,,,,
46461,,,,,,,,,614.168213,658.277832,488.256744,541.388794,,,,,,,,,723.575989,787.950134,500.085297,550.259338,,,,
46462,,,,,,,,,614.7276,658.9222105,488.4167935,541.6512145,,,,,,,,,724.226349,788.110809,500.6601565,550.452545,,,,
46463,,,,,,,,,615.286987,659.566589,488.576843,541.913635,,,,,,,,,724.876709,788.271484,501.235016,550.645752,,,,
46464,,,,,,,,,616.008911,660.147949,488.8604125,542.027893,,,,,,,,,725.3522035,788.453125,501.5904695,550.772156,,,,
46465,,,,,,,,,616.730835,660.729309,489.143982,542.142151,,,,,,,,,725.827698,788.634766,501.945923,550.89856,,,,
46466,,,,,,,,,617.1962585,661.5159605,489.3325655,542.717682,,,,,,,,,726.4296265,788.9924015,502.501053,551.2632755,,,,
46467,,,,,,,,,617.661682,662.302612,489.521149,543.293213,,,,,,,,,727.031555,789.350037,503.056183,551.627991,,,,
46468,,,,,,,,,618.4237365,663.0646665,489.652176,543.4242555,,,,,,,,,727.59848,789.885956,503.303604,551.851227,,,,
46469,,,,,,,,,619.185791,663.826721,489.783203,543.555298,,,,,,,,,728.165405,790.421875,503.551025,552.074463,,,,
46470,,,,,,,,,620.117279,664.655792,490.040863,543.689606,,,,,,,,,728.9219055,790.833618,504.02861,552.283356,,,,
46471,,,,,,,,,621.048767,665.484863,490.298523,543.823914,,,,,,,,,729.678406,791.245361,504.506195,552.492249,,,,
46472,,,,,,,,,621.8253785,666.3368225,490.7738955,544.3900455,,,,,,,,,730.222504,791.7485655,505.2443845,553.198578,,,,
46473,,,,,,,,,622.60199,667.188782,491.249268,544.956177,,,,,,,,,730.766602,792.25177,505.982574,553.904907,,,,
46474,,,,,,,,,623.337067,667.9904785,491.715088,545.5022585,,,,,,,,,731.4549565,792.619354,507.0181575,554.6904905,,,,
46475,,,,,,,,,624.072144,668.792175,492.180908,546.04834,,,,,,,,,732.143311,792.986938,508.053741,555.476074,,,,
46476,,,,,,,,,625.036072,669.8960875,492.590454,546.52417,,,,,,,,,732.657715,793.5407405,508.406204,555.859253,,,,
46477,,,,,,,,,626,671,493,547,,,,,,,,,733.172119,794.094543,508.758667,556.242432,,,,
46478,,,,,,,,,626.7032775,671.729248,492.620987,546.6521605,,,,,,,,,733.80365,794.5232235,508.7170565,556.042725,,,,
46479,,,,,,,,,627.406555,672.458496,492.241974,546.304321,,,,,,,,,734.435181,794.951904,508.675446,555.843018,,,,
46480,,,,,,,,,628.0236205,673.1793825,491.302353,545.4893185,,,,,,,,,734.947174,795.191803,508.306656,555.262146,,,,
46481,,,,,,,,,628.640686,673.900269,490.362732,544.674316,,,,,,,,,735.459167,795.431702,507.937866,554.681274,,,,
