Image_Number,Ped_00_ImagePosLeft,Ped_00_ImagePosRight,Ped_00_ImagePosTop,Ped_00_ImagePosBottom,Ped_01_ImagePosLeft,Ped_01_ImagePosRight,Ped_01_ImagePosTop,Ped_01_ImagePosBottom,Ped_02_ImagePosLeft,Ped_02_ImagePosRight,Ped_02_ImagePosTop,Ped_02_ImagePosBottom,Ped_03_ImagePosLeft,Ped_03_ImagePosRight,Ped_03_ImagePosTop,Ped_03_ImagePosBottom,Ped_04_ImagePosLeft,Ped_04_ImagePosRight,Ped_04_ImagePosTop,Ped_04_ImagePosBottom,Ped_05_ImagePosLeft,Ped_05_ImagePosRight,Ped_05_ImagePosTop,Ped_05_ImagePosBottom,Ped_06_ImagePosLeft,Ped_06_ImagePosRight,Ped_06_ImagePosTop,Ped_06_ImagePosBottom,Ped_07_ImagePosLeft,Ped_07_ImagePosRight,Ped_07_ImagePosTop,Ped_07_ImagePosBottom,Ped_08_ImagePosLeft,Ped_08_ImagePosRight,Ped_08_ImagePosTop,Ped_08_ImagePosBottom,Ped_09_ImagePosLeft,Ped_09_ImagePosRight,Ped_09_ImagePosTop,Ped_09_ImagePosBottom,Ped_10_ImagePosLeft,Ped_10_ImagePosRight,Ped_10_ImagePosTop,Ped_10_ImagePosBottom,Ped_11_ImagePosLeft,Ped_11_ImagePosRight,Ped_11_ImagePosTop,Ped_11_ImagePosBottom,Ped_12_ImagePosLeft,Ped_12_ImagePosRight,Ped_12_ImagePosTop,Ped_12_ImagePosBottom,Ped_13_ImagePosLeft,Ped_13_ImagePosRight,Ped_13_ImagePosTop,Ped_13_ImagePosBottom,Ped_14_ImagePosLeft,Ped_14_ImagePosRight,Ped_14_ImagePosTop,Ped_14_ImagePosBottom,Ped_15_ImagePosLeft,Ped_15_ImagePosRight,Ped_15_ImagePosTop,Ped_15_ImagePosBottom,Ped_16_ImagePosLeft,Ped_16_ImagePosRight,Ped_16_ImagePosTop,Ped_16_ImagePosBottom,Ped_17_ImagePosLeft,Ped_17_ImagePosRight,Ped_17_ImagePosTop,Ped_17_ImagePosBottom,Ped_18_ImagePosLeft,Ped_18_ImagePosRight,Ped_18_ImagePosTop,Ped_18_ImagePosBottom,Ped_19_ImagePosLeft,Ped_19_ImagePosRight,Ped_19_ImagePosTop,Ped_19_ImagePosBottom
388212,636,696,419,603,164,188,475,555,600,656,439,603,480,512,459,559,256,288,471,567,536,568,451,547,460,480,467,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388213,640,700,419,599,604,660,439,599,484,516,459,559,260,292,471,567,540,568,455,543,168,192,475,555,464,484,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388214,648,708,419,599,612,664,439,599,488,520,459,559,264,296,471,567,544,572,451,543,168,196,475,555,468,488,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388215,652,712,419,599,616,668,439,599,492,524,459,559,268,296,471,567,548,576,451,543,172,200,475,555,472,492,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388216,656,716,419,603,620,672,439,599,496,528,459,559,268,300,471,567,552,584,451,543,176,204,475,559,476,496,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388217,664,724,423,603,628,680,443,595,500,536,455,559,272,304,475,567,556,584,455,543,184,208,479,559,480,500,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388218,668,728,423,603,632,684,443,599,508,540,455,559,276,308,475,571,560,592,455,543,188,212,479,559,488,508,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388219,672,736,423,603,636,688,443,595,512,548,455,563,280,312,475,571,568,596,455,543,192,216,479,559,492,512,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388220,680,740,423,603,644,692,443,595,516,552,459,563,288,320,475,571,572,600,455,543,196,220,479,559,496,516,475,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388221,684,748,415,603,648,700,439,599,520,556,459,563,288,320,475,571,576,604,455,543,196,224,483,559,500,520,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388222,688,752,415,607,652,704,439,603,524,560,459,563,292,324,475,571,580,608,455,543,200,228,483,563,508,524,475,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388223,692,760,411,607,656,708,439,603,532,564,459,563,296,328,475,571,584,612,455,543,204,232,483,563,512,528,475,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388224,700,764,411,603,660,716,439,603,536,572,459,563,300,332,475,571,588,616,455,543,208,236,483,563,516,536,475,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388225,708,772,407,607,664,720,435,603,540,576,455,563,304,336,475,575,592,620,455,547,212,240,479,559,520,540,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388226,712,776,407,607,668,724,435,603,544,580,455,563,308,340,475,571,596,624,455,543,216,240,479,559,524,544,471,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388227,716,784,407,607,676,732,431,603,548,584,455,563,312,344,475,571,600,628,455,543,220,244,479,559,528,548,471,527,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388228,724,788,407,607,680,736,431,603,552,592,455,563,312,348,471,571,604,636,455,543,220,248,479,559,532,552,471,527,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388229,732,796,403,603,688,744,431,599,560,596,451,563,316,348,471,571,608,640,451,543,224,252,475,559,536,556,467,527,200,224,483,563,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388229,732,796,403,603,688,744,431,599,560,596,451,563,316,348,471,571,608,640,451,543,224,252,475,559,536,556,467,527,200,224,483,563,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388232,748,816,403,607,704,760,431,603,572,612,451,563,328,360,467,567,624,656,451,543,236,264,471,559,552,572,467,523,208,236,479,559,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388233,752,820,403,607,708,768,431,603,580,616,451,563,332,368,467,567,628,660,447,543,240,268,471,559,560,576,467,523,212,240,479,559,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388234,760,828,403,607,716,772,427,603,584,620,447,563,336,372,467,567,636,664,447,543,244,272,471,559,564,584,463,523,216,244,479,559,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388235,768,836,403,611,720,780,427,603,592,628,451,563,340,372,467,567,640,672,447,539,252,284,467,559,220,252,475,559,568,588,467,523,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388236,772,844,403,611,728,788,427,603,596,632,451,563,344,380,467,567,632,664,447,539,256,288,467,559,224,256,475,559,576,592,463,523,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388237,780,848,403,611,732,792,427,603,600,640,451,563,348,384,467,567,652,680,447,539,260,292,467,559,228,256,475,559,580,600,463,523,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388238,784,856,399,611,740,800,427,603,608,644,451,563,352,388,467,567,656,688,447,539,264,296,467,563,232,260,475,559,584,604,463,523,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388239,792,864,399,611,228,260,467,559,752,808,431,603,612,648,451,559,356,388,463,563,660,688,447,539,272,300,471,551,684,712,455,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388240,800,872,399,611,232,264,467,559,756,812,431,603,616,656,451,559,360,392,463,563,664,696,447,535,276,304,471,551,688,716,455,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388241,804,876,395,611,236,268,467,559,764,820,431,603,624,660,451,559,364,400,463,563,668,700,447,535,280,308,471,555,696,720,455,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388242,812,884,395,611,240,272,467,559,768,828,431,603,628,664,451,559,368,404,463,563,676,704,447,535,284,312,471,555,700,728,455,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388243,820,892,395,611,776,840,427,607,636,672,447,563,372,408,459,563,680,708,447,535,256,284,471,555,288,316,467,551,708,732,455,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388244,828,900,395,611,784,844,423,607,640,676,447,563,380,412,459,563,684,716,447,535,264,288,471,555,292,320,467,555,712,740,451,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388245,832,904,395,611,792,852,423,607,644,684,447,563,384,416,459,567,692,720,447,535,268,296,471,555,296,328,467,555,716,744,451,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388246,840,912,391,611,796,860,423,611,652,692,447,563,388,424,459,567,696,728,447,535,272,300,475,559,300,332,467,555,724,752,451,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388247,844,920,391,615,808,868,423,603,660,696,451,563,392,428,463,567,700,732,443,535,276,304,475,555,304,332,467,551,728,756,451,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388248,852,928,391,615,812,876,423,607,664,700,451,563,396,432,463,567,708,736,443,535,280,308,475,555,308,336,467,551,736,760,451,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388248,852,928,391,615,812,876,423,607,664,700,451,563,396,432,463,567,708,736,443,535,280,308,475,555,308,336,467,551,736,760,451,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388251,868,944,391,619,828,892,423,611,676,716,451,567,404,440,463,567,720,748,447,535,288,316,475,559,316,344,467,551,756,784,451,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388252,872,952,395,623,832,896,423,615,680,720,451,567,408,444,463,567,724,752,447,535,288,316,475,559,320,348,467,551,752,780,455,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388253,880,956,391,619,840,904,423,615,684,724,451,563,412,448,463,571,728,756,451,535,324,352,467,555,292,320,475,559,768,792,451,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388254,884,960,395,623,844,908,427,619,688,728,451,567,416,452,463,571,732,760,455,535,324,352,471,555,292,320,475,559,772,800,451,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388255,892,968,395,623,852,916,427,619,692,732,455,567,416,452,463,571,736,764,455,535,328,356,471,555,296,324,479,563,772,800,447,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388256,896,976,395,627,856,920,431,623,700,736,455,567,420,456,463,575,740,768,459,535,332,360,471,555,300,328,475,563,780,808,447,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388257,908,980,407,623,304,332,475,559,864,928,431,623,704,744,455,571,424,460,463,571,744,772,455,535,336,364,471,563,776,804,463,543,272,300,475,563,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388258,912,988,407,627,304,332,475,559,868,932,431,623,708,748,455,575,428,464,463,571,748,776,455,535,336,368,471,563,784,808,463,543,272,300,475,563,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388259,920,992,407,627,308,336,471,559,872,936,431,623,712,752,455,575,432,468,463,571,752,780,455,535,340,372,471,563,788,812,459,543,276,304,475,563,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388260,924,996,403,627,308,336,471,559,876,940,431,623,712,752,455,575,432,468,459,571,756,784,455,535,340,372,471,563,788,816,459,543,276,304,475,559,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388261,32,124,427,707,928,1004,407,635,884,948,431,623,716,756,455,575,436,472,459,567,344,376,471,559,308,336,471,559,276,304,475,559,756,784,455,535,792,820,463,539,160,232,443,659,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388261,32,124,427,707,928,1004,407,635,884,948,431,623,716,756,455,575,436,472,459,567,344,376,471,559,308,336,471,559,276,304,475,559,756,784,455,535,792,820,463,539,160,232,443,659,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388264,24,120,423,711,940,1016,407,635,892,960,427,623,724,768,451,575,440,476,455,567,360,388,471,563,312,340,471,555,280,308,471,555,772,796,455,531,816,840,459,535,152,228,443,663,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388265,24,120,423,715,944,1020,403,635,896,964,423,623,728,768,451,575,440,480,455,567,364,392,471,563,312,340,467,555,280,308,471,555,776,800,455,527,820,844,455,535,152,228,439,667,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388266,20,120,419,715,948,1028,403,635,904,972,423,627,732,772,447,575,444,480,455,567,368,396,471,563,316,344,471,555,280,312,467,555,780,804,455,527,820,848,455,535,152,228,439,667,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388267,8,104,423,715,356,388,463,555,280,312,467,555,316,344,467,551,956,1032,399,631,148,224,439,667,904,976,419,627,732,780,443,579,448,484,455,567,780,804,455,527,828,852,451,531,672,684,463,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388268,0,96,423,715,356,388,463,555,284,312,467,555,320,344,467,551,960,1036,399,631,148,224,439,667,908,980,419,627,736,780,443,579,448,488,451,567,784,808,455,527,828,856,451,531,668,684,463,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388269,0,96,423,719,360,388,463,555,284,316,467,559,320,348,471,551,964,1044,399,635,144,224,435,671,916,984,419,627,740,784,443,579,448,488,451,567,788,812,455,527,832,860,451,531,668,684,463,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388270,0,92,423,723,360,392,463,555,284,316,467,559,320,348,471,551,968,1048,399,639,140,220,435,671,916,988,419,631,744,788,443,579,452,488,451,567,788,816,451,527,836,860,451,531,672,688,463,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388271,0,100,419,723,284,316,463,559,136,216,431,679,976,1056,399,635,920,992,411,631,748,792,435,571,452,488,451,567,360,392,463,551,320,348,471,551,788,816,447,531,824,852,455,531,660,676,459,503,248,296,455,599,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388272,0,100,419,723,284,316,463,559,132,216,431,679,980,1060,399,639,924,996,415,631,752,796,435,571,452,488,451,567,360,392,463,551,320,348,471,551,788,816,447,531,828,852,455,531,660,676,459,503,248,296,459,599,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388273,0,96,419,727,284,316,463,563,128,212,431,683,984,1064,399,639,928,1000,415,631,752,796,435,571,452,492,455,567,360,392,467,555,320,348,475,551,792,820,451,531,828,856,455,535,664,680,459,499,248,296,459,599,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388274,0,96,419,731,284,316,467,563,124,212,431,687,988,1068,399,643,932,1004,415,635,756,800,435,571,452,492,455,571,364,392,467,555,320,348,475,555,796,820,451,531,832,860,455,535,668,684,459,499,248,296,459,603,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388275,0,100,415,727,456,492,455,571,364,392,467,555,120,200,439,683,936,1008,419,635,248,296,459,603,756,800,431,567,284,316,467,563,796,824,451,535,324,352,471,555,836,860,455,535,680,692,463,503,992,1076,399,643,548,564,455,499,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388275,0,100,415,727,456,492,455,571,364,392,467,555,120,200,439,683,936,1008,419,635,248,296,459,603,756,800,431,567,284,316,467,563,796,824,451,535,324,352,471,555,836,860,455,535,680,692,463,503,992,1076,399,643,548,564,455,499,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388278,0,96,415,735,460,496,459,575,364,396,471,559,108,196,439,695,952,1020,423,639,248,300,463,607,764,808,435,571,284,316,471,567,804,832,459,539,324,352,475,559,844,872,459,539,692,704,463,503,1004,1088,403,655,560,576,455,499,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388279,0,92,415,739,460,500,459,575,368,396,471,559,108,192,439,699,956,1024,423,639,248,300,463,611,768,812,435,571,284,316,471,567,808,832,459,539,324,356,475,559,844,872,459,543,692,708,463,503,1008,1096,403,655,560,576,455,499,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388280,0,92,419,747,460,500,459,575,368,396,471,559,104,192,439,703,960,1032,423,639,252,300,463,611,768,816,435,571,284,316,471,567,808,836,459,539,328,356,475,563,848,876,459,543,696,708,463,503,1016,1100,399,659,564,580,455,499,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388281,0,80,419,743,464,504,459,579,328,356,471,563,368,400,471,559,1020,1104,407,659,968,1040,427,639,252,300,459,611,772,816,435,571,284,316,471,571,812,840,455,543,848,880,459,543,556,572,463,507,692,704,471,515,100,188,443,707,904,940,479,591,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388282,0,72,423,747,464,504,459,579,328,360,471,563,368,400,471,559,1024,1108,403,663,972,1044,427,639,252,300,459,611,776,820,435,571,284,316,471,571,812,844,455,543,852,880,459,547,552,568,467,507,688,700,475,515,96,184,443,707,908,944,479,591,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388283,0,68,423,751,464,504,459,579,328,360,471,563,368,400,471,559,1028,1112,403,663,976,1048,427,639,252,304,459,611,776,824,435,571,284,316,471,571,816,844,455,543,856,884,459,547,556,568,467,511,688,704,475,515,92,180,439,711,912,948,479,591,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
388284,0,64,423,755,468,508,459,579,328,360,471,563,372,400,471,559,1032,1120,403,667,980,1052,427,643,252,304,459,611,780,824,435,575,284,316,471,571,820,848,459,543,856,888,459,547,556,568,467,511,688,704,475,515,88,180,439,715,912,952,479,591,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
